鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
西屯區,房地(土地+建物)+車位,臺中市西屯區寶慶街50巷1~30號,9.57,商,,,1081101,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891104,142.13,3,2,2,有,有,8600000,60508.0,坡道平面,16.63,0,,RPTQMLMKKIOFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路151~180號,19.93,住,,,1081026,土地1建物1車位2,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970630,237.25,3,2,2,有,有,16000000,67439.0,坡道平面,39.12,0,,RPURMLTJKIOFFCB98CA
西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路91~120號,37.09,住,,,1081028,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,178.56,3,2,1,有,有,9330000,52251.0,坡道平面,0.0,0,,RPWOMLSKKIOFFCB88CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大英街31~60號,13.42,住,,,1081020,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820112,99.73,2,1,1,有,有,5280000,52943.0,坡道機械,0.0,0,,RPXRMLNKKIOFFCB78CA
西屯區,房地(土地+建物)+車位,臺中市西屯區永福路31~60號,13.38,住,,,1081106,土地2建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830106,127.65,3,2,2,有,有,6750000,52879.0,坡道機械,0.0,0,,RPXQMLTJKIOFFCB56CA
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路58巷33弄31~60號,15.57,住,,,1081110,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820810,128.51999999999998,3,2,2,有,有,6080000,47308.0,坡道機械,0.0,650000,,RPXNMLRJKIOFFCB68CA
南屯區,房地(土地+建物),臺中市南屯區永春東路991~1020號,11.88,住,,,1081109,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,102.1,2,2,2,有,有,6530000,63957.0,,0.0,0,含增建或未登記建物。,RPQOMLRJKIOFFCB08CA
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路2巷1~30號,22.05,住,,,1081027,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811221,145.95000000000005,4,2,2,有,有,8000000,54813.0,坡道機械,0.0,0,,RPPNMLRJKIOFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路61~90號,14.99,住,,,1081113,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,137.28,3,2,2,有,有,10200000,76533.0,坡道平面,20.99,1300000,,RPPSMLQJKIOFFCB28CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十一街511~540號,8.59,住,,,1081019,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851214,93.47,2,2,1,有,有,6260000,66973.0,坡道機械,0.0,800000,,RPWRMLQJKIOFFCB88CA
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段271~300號,9.99,住,,,1081029,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,111.52,2,2,2,有,有,9100000,81600.0,坡道平面,13.62,0,,RPPPMLMJJHPFFBB37CA
北屯區,房地(土地+建物)+車位,臺中市北屯區梅川西路四段301~330號,23.68,住,,,1081105,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800909,308.80999999999995,4,2,3,有,有,13100000,42422.0,坡道平面,0.0,0,,RPPNMLLLKIOFFBB37CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十六路271~300號,15.26,商,,,1081020,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030603,170.61,3,2,2,有,有,9400000,55096.0,坡道機械,30.96,0,,RPPQMLTKKIOFFBB38CA
北屯區,房地(土地+建物)+車位,臺中市北屯區和福路151~180號,17.26,商,,,1081025,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010807,165.44,3,2,2,有,有,7750000,46845.0,坡道平面,34.66,0,,RPTOMLOKKIOFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區中清路二段451~480號,15.2,住,,,1081024,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811020,166.37,4,2,2,有,有,7800000,46883.0,坡道平面,0.0,0,,RPVNMLMKKIOFFBB97CA
北屯區,房地(土地+建物),臺中市北屯區北屯路181~210號,6.84,商,,,1081028,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830208,65.72,1,2,1,有,有,3000000,45648.0,,0.0,0,,RPOPMLTJKIOFFBB08CA
南區,房地(土地+建物),臺中市南區學府路168巷1~30號,7.75,住,,,1081114,土地3建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,86.85,2,2,1,有,有,3770000,43408.0,,0.0,0,,RPVQMLTJKIOFFAB78CA
北區,房地(土地+建物)+車位,臺中市北區太原路二段31~60號,19.21,住,,,1081110,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830303,139.66,3,2,2,有,有,7050000,62513.0,坡道機械,41.28,900000,,RPXPMLKKKIOFFBB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德九路361~390號,29.26,住,,,1081031,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000704,270.47,4,2,2,有,有,23680000,87551.0,坡道平面,66.34,0,,RPPPMLQLKIOFFBB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路331~360號,29.82,商,,,1081012,土地1建物1車位2,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000615,375.17,4,2,4,有,有,27500000,73300.0,坡道平面,44.2,0,,RPORMLTJKIOFFCB38CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路一段661~690號,7.94,住,,,1081120,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910219,75.69,2,1,1,有,有,6210000,82045.0,坡道機械,0.0,0,,RPPQMLMKKIOFFCB77CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福強街91~120號,27.46,住,,,1081017,土地1建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831201,199.16000000000003,4,2,2,有,有,8680000,43583.0,坡道平面,0.0,0,含增建或未登記建物。;,RPQNMLKLKIOFFCB47CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福科一街61~90號,35.72,住,,,1081026,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010410,326.66,4,2,2,有,有,24560000,75185.0,坡道平面,51.68,0,,RPRNMLLLKIOFFCB67CA
南屯區,房地(土地+建物)+車位,臺中市南屯區河南路四段661~690號,14.87,住,,,1081118,土地1建物1車位1,九層，十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870915,141.82,2,1,2,有,有,9900000,69807.0,坡道機械,11.57,0,,RPXPMLRLKIOFFCB09CA
大雅區,房地(土地+建物)+車位,臺中市大雅區雅潭路四段901~930號,9.93,商,,,1081110,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831018,116.32,3,2,2,有,有,5220000,44876.0,坡道機械,0.0,0,,RPUOMLKLKIOFFHB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福順路841~870號,17.41,住,,,1081119,土地2建物2車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,116.51,3,2,2,有,有,5150000,44202.0,坡道機械,0.0,0,,RPTNMLOKKIOFFCB18DA
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路58巷33弄31~60號,17.55,住,,,1081113,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820810,144.88,3,2,2,有,有,6800000,46935.0,坡道機械,0.0,0,,RPUNMLOLKIOFFCB38DA
南屯區,房地(土地+建物),臺中市南屯區黎明路二段421~450號,1.77,住,,,1081114,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850612,15.29,2,1,1,有,有,1000000,65402.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWNMLMKKIOFFCB28DA
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路58巷1~30號,13.86,住,,,1081025,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940818,148.68,3,2,2,有,有,10500000,70621.0,坡道平面,24.7,0,,RPQNMLPJJHPFFCB67CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北三路121~150號,40.37,其他,,,1081127,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940916,408.76,3,3,4,有,有,38500000,94187.0,坡道平面,0.0,0,,RPWQMLPLKIOFFCB88CA
西屯區,房地(土地+建物),臺中市西屯區國安一路121~150號,7.65,住,,,1081102,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,70.78,2,1,1,有,有,4500000,63577.0,,0.0,0,,RPSQMLQLKIOFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段661~690號,33.2,商,,,1081025,土地1建物1車位2,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031204,418.0,5,2,4,有,有,34680000,89025.0,坡道平面,59.9,2800000,,RPRNMLQKKIOFFCB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段181~210號,13.58,住,,,1081102,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841024,214.83,3,2,2,有,有,11500000,53531.0,坡道平面,0.0,0,,RPQRMLTJKIOFFCB58CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,32.47,住,,,1081026,土地1建物2車位2,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,311.44,3,2,1,有,有,19530000,62711.0,坡道平面,0.0,2300000,,RPQSMLTJKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路211~240號,16.44,住,,,1081110,土地1建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,175.64,3,2,2,有,有,11450000,65190.0,坡道平面,0.0,0,,RPTPMLKKKIOFFCB87CA
北屯區,房地(土地+建物)+車位,臺中市北屯區大連路二段61~90號,13.65,住,,,1081013,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870119,140.4,3,2,2,有,有,7650000,54487.0,坡道機械,0.0,0,,RPRQMLRLKIOFFBB48CA
北屯區,房地(土地+建物),臺中市北屯區北屯路421~450號,11.06,住,,,1081013,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,125.57,3,2,2,有,有,6230000,49614.0,,0.0,0,,RPURMLOLKIOFFBB58CA
北區,房地(土地+建物)+車位,臺中市北區崇德路一段241~270號,13.17,住,,,1080727,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900907,127.03,3,2,2,有,有,7800000,61403.0,坡道機械,0.0,0,,RPVPMLKLKIOFFBB08CA
北區,房地(土地+建物)+車位,臺中市北區太原路二段241~270號,29.63,住,,,1081027,土地1建物1車位1,五層，六層，七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790907,262.62,5,3,3,有,有,12000000,45693.0,坡道平面,0.0,0,,RPPNMLKLKIOFFBB27CA
北屯區,房地(土地+建物)+車位,臺中市北屯區四平路238巷1~30號,15.29,住,,,1081104,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800209,108.57,2,1,1,有,有,5200000,52824.0,坡道平面,29.06,1000000,,RPQRMLSKKIOFFBB48CA
北區,房地(土地+建物),臺中市北區東光東街61~90號,8.3,住,,,1081112,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,96.84,3,2,2,有,有,3660000,37794.0,,0.0,0,,RPXNMLOKKIOFFBB38CA
北屯區,房地(土地+建物),臺中市北屯區天津路四段301~330號,3.35,住,,,1081023,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,51.67,0,0,0,無,無,2900000,56125.0,,0.0,0,,RPVNMLQKKIOFFBB38CA
西區,房地(土地+建物),臺中市西區三民路一段50巷1~30號,5.09,住,,,1081028,土地2建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,66.73,2,1,1,有,有,2960000,44358.0,,0.0,0,,RPQPMLQLKIOFFAB08CA
南區,房地(土地+建物),臺中市南區美村南路61~90號,9.13,住,,,1081105,土地1建物1車位0,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840315,146.01999999999995,3,2,2,有,有,8350000,57184.0,,0.0,0,,RPQQMLOLKIOFFAB97CA
南區,房地(土地+建物)+車位,臺中市南區南和路181~210號,15.58,住,,,1081019,土地1建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820519,160.76,3,2,2,有,有,7200000,44784.0,坡道平面,0.0,0,,RPPNMLQKKIOFFAB67CA
南區,房地(土地+建物)+車位,臺中市南區五權南路451~480號,11.42,住,,,1081031,土地3建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860327,119.58,3,2,2,有,有,5500000,45994.0,坡道機械,0.0,0,,RPWQMLMKKIOFFAB28CA
南區,房地(土地+建物),臺中市南區學府路135巷1~30號,11.69,住,,,1081118,土地4建物2車位0,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,116.82,3,2,2,有,有,5100000,43657.0,,0.0,0,,RPPNMLPJJHPFFAB37CA
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德八路一段91~120號,23.77,住,,,1081026,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010120,218.06,4,2,2,有,有,16500000,75667.0,坡道平面,36.4,0,,RPTNMLLKKIOFFBB67CA
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十六路271~300號,16.57,商,,,1081001,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030603,184.84,3,2,2,有,有,10800000,58429.0,坡道平面,30.97,0,,RPXNMLSLKIOFFBB88CA
西屯區,房地(土地+建物),臺中市西屯區青海路二段361~390號,8.79,住,,,1081109,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830517,88.69,2,2,1,有,有,5350000,60322.0,,0.0,0,,RPQQMLKKKIOFFCB67CA
南屯區,房地(土地+建物),臺中市南屯區河南路四段690巷1~30號,11.82,住,,,1081030,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950222,108.75,3,2,2,有,有,8250000,75862.0,,0.0,0,,RPWOMLQKKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區玉門路481~510號,18.28,住,,,1081103,土地1建物1車位2,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970630,217.46,2,2,2,有,有,16480000,75784.0,坡道平面,33.22,0,,RPXSMLNKKIOFFCB88CA
西屯區,房地(土地+建物),臺中市西屯區黎明路三段301~330號,3.22,住,,,1081104,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,24.02,1,0,1,有,無,1250000,52040.0,,0.0,0,,RPTOMLTKKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路151~180號,28.04,商,,,1080905,土地1建物1車位3,二十四層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,451.61,4,2,3,有,有,60000000,138363.0,坡道平面,58.44,5600000,,RPQSMLSKKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區漢翔路31~60號,29.84,住,,,1081028,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011003,241.59,3,2,2,有,有,17150000,70988.0,坡道平面,62.92,0,,RPUOMLSKKIOFFCB68CA
南屯區,房地(土地+建物),臺中市南屯區忠勇路31~60號,15.18,住,,,1081115,土地2建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840330,126.28,3,2,2,有,有,4950000,39199.0,,0.0,0,,RPQNMLLKKIOFFCB47CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向心南路721~750號,59.1,商,,,1081030,土地1建物2車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,302.34,4,2,3,有,有,16600000,54903.0,坡道平面,0.0,0,,RPTQMLLKKIOFFCB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區永春東一路541~570號,24.43,住,,,1081111,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880128,139.14999999999998,3,2,2,有,有,12380000,88969.0,坡道機械,8.26,0,,RPROMLNKKIOFFCB87CA
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段331~360號,17.7,住,,,1081118,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830425,157.67000000000004,4,2,2,有,有,10720000,67990.0,坡道機械,0.0,0,,RPVPMLMKKIOFFCB28CA
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段61~90號,11.44,住,,,1081027,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941018,112.06,2,2,1,有,有,9800000,87453.0,坡道平面,28.17,0,,RPOQMLMKKIOFFCB67CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段571~600號,29.26,商,,,1081105,土地1建物1車位2,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991021,418.86,0,0,0,無,有,28000000,66848.0,坡道平面,56.24,0,含增建或未登記建物。;,RPWOMLNLKIOFFCB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區大容東街61~90號,17.9,住,,,1081117,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960320,193.46,4,2,2,有,有,16500000,92951.0,坡道機械,33.16,1600000,含增建或未登記建物。;,RPWNMLKMKIOFFCB18CA
南屯區,房地(土地+建物)+車位,臺中市南屯區惠文路301~330號,38.07,住,,,1081003,土地1建物1車位2,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030129,301.24,4,2,3,有,有,25000000,82990.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTQMLRLKIOFFCB78CA
南屯區,房地(土地+建物)+車位,臺中市南屯區公益路二段601~630號,19.67,住,,,1081106,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880429,189.45,3,2,2,有,有,11850000,62549.0,坡道平面,23.21,0,,RPRRMLQJJHPFFCB28CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路61~90號,7.76,住,,,1080808,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,69.36,3,2,2,有,有,4900000,70646.0,坡道平面,10.49,0,二等親買賣,RPQOMLTJJHPFFCB18CA
潭子區,房地(土地+建物),臺中市潭子區中山路一段7巷1~30號,8.76,住,,,1080928,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,89.77,2,1,1,有,有,4350000,48457.0,,0.0,0,,RPQNMLNLKIOFFHB28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路91~120號,14.76,商,,,1081029,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950808,152.63,3,2,2,有,有,9800000,64208.0,坡道平面,0.0,0,,RPPPMLQJKIOFFAE08CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路211~240號,21.56,住,,,1081022,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950221,223.29,4,2,2,有,有,12920000,57862.0,坡道平面,0.0,0,,RPRNMLNKKIOFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路211~240號,45.46,住,,,1080920,土地1建物1車位2,二十四層，二十五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950221,492.82000000000005,6,2,4,有,有,33500000,67976.0,坡道平面,37.56,0,,RPWNMLKMKIOFFAE28CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路1~30號,16.83,住,,,1081014,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051011,211.32,3,2,2,有,有,17600000,77013.0,坡道平面,39.92,4400000,,RPXPMLMKKIOFFBE68CA
前鎮區,房地(土地+建物),高雄市前鎮區翠村街31~60號,9.55,住,,,1081031,土地2建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970423,87.46000000000002,2,2,1,有,有,5050000,57741.0,,0.0,0,,RPRNMLNJKIOFFCE97CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路211~240號,21.83,商,,,1081031,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0951121,249.59,4,2,2,有,有,16560000,66349.0,坡道平面,20.38,0,,RPPOMLNLKIOFFCE08CA
三民區,房地(土地+建物),高雄市三民區興隆街61~90號,5.52,商,,,1081110,土地1建物1車位0,二十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,82.86,2,2,1,有,有,3760000,45378.0,,0.0,0,,RPUOMLMJKIOFFDE38CA
三民區,房地(土地+建物),高雄市三民區鼎新路61~90號,14.33,住,,,1081030,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930804,93.1,2,2,1,有,有,4550000,48872.0,,0.0,0,,RPVNMLNJKIOFFDE48CA
三民區,房地(土地+建物),高雄市三民區明誠一路91~120號,11.03,住,,,1081024,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950303,85.65,2,1,2,有,無,3600000,42032.0,,0.0,0,,RPQOMLTJKIOFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區褒揚東街162巷61~90號,33.79,住,,,1081103,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,233.83,4,2,2,有,有,17500000,74841.0,坡道平面,20.12,0,,RPTOMLKKKIOFFDE18CA
